barcode_id,sampleid,roost_site,latitude_s,longitude_e,researchers_present,sampling_session,processing_date,processing_time_start,processing_time_end,bat_species,recap,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_flies,meglastreblidae,fleas,mites,ticks,t_star,mass_forearm_residual
,ROU83,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,47,9.99,66.4,3,NA,1,5,NA,NA,-3.940248869
,ROU76,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,60,10.4,72.7,11,NA,0,0,NA,NA,-6.876323076
,ROU75,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,37,8.57,62.3,4,NA,0,3,NA,NA,-9.224485846
,ROU81,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,35,10.23,65.6,1,NA,1,1,NA,NA,-15.00776962
,ROU82,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,37,8.82,61.3,5,NA,0,1,NA,NA,-8.098375731
,ROU74,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,36,9.14,65.1,2,NA,0,1,NA,NA,-13.4279852
,ROU73,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,47,9.63,67.5,5,NA,0,3,NA,NA,-5.232046944
,ROU79,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,46,8.74,68.2,11,NA,0,3,NA,NA,-7.0598757
,ROU80,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,50,10.14,73.3,3,NA,0,0,NA,NA,-9.224650597
,ROU78,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/30/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,32,8.35,63.3,3,NA,0,2,NA,NA,-15.36011086
711,AND40,Ankarana_Canyon_Edup,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,270,19.1,128.4,3,NA,0,2,NA,NA,-48.37228372
,ROU84,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,41,8.03,63.3,3,NA,0,1,NA,NA,-6.360110857
,ROU85,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,47,9.95,65.3,4,NA,0,4,NA,NA,-2.659619908
,ROU86,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,38,8.99,63.3,3,NA,0,1,NA,NA,-9.360110857
,ROU87,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,41,8.39,64.9,3,NA,0,0,NA,NA,-8.196723195
,ROU88,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,40,9.25,66.4,8,NA,0,0,NA,NA,-10.94024887
,ROU89,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,36,9.02,62.3,6,NA,0,4,NA,NA,-10.22448585
,ROU90,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,39,8.97,62.9,4,NA,0,0,NA,NA,-7.9047237
,ROU92,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,48,10.09,71.3,9,NA,0,0,NA,NA,-8.779360305
,ROU93,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,48,9.36,70.3,5,NA,0,2,NA,NA,-7.570070402
,ROU91,Ankarana_Canyon_Rmad,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,3/31/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,40,8.46,64.3,5,NA,0,4,NA,NA,-8.505178935
,ANDH2,Ankarana_Canyon_Edup,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,4/2/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,270,20.6,128.4,4,NA,0,0,NA,NA,-48.37228372
769,ANDH1,Ankarana_Canyon_Edup,-12.9435,49.0555,"CB, CR, Ama, Maddie",23,4/2/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,220,19.4,120.2,3,NA,0,3,NA,NA,-74.53911051
,MIZ73,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,61,11.223,69.41,5,NA,0,0,NA,NA,6.498644073
,MIZ75,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,L,no,NA,NA,NA,66,11.273,72.41,20,NA,0,0,NA,NA,7.867880999
,MIZ76,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,70,11.01,73.2,20,NA,0,4,NA,NA,2.288647335
,MIZ66,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,70,11.52,72.8,18,NA,0,1,NA,NA,2.957042129
,MIZ67,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,70,11.41,70.8,7,NA,2,4,NA,NA,6.254407383
,MIZ68,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,50,11.59,70.8,8,NA,1,0,NA,NA,-6.173596229
,MIZ79,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,74,12.179,71.6,22,NA,0,3,NA,NA,8.94439554
,MIZ74,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,60,11.53,69.9,16,NA,0,0,NA,NA,-2.28610492
,MIZ64,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,55,10.79,69.7,22,NA,0,0,NA,NA,0.151195449
,MIZ65,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,67,11.33,69.71,2,NA,0,0,NA,NA,5.020073532
,MIZ69,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,64,11.18,74.26,9,NA,0,3,NA,NA,3.589069427
,MIZ70,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,65,11.57,72.1,12,NA,0,0,NA,NA,-0.880414824
,MIZ71,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,76,11.58,73.4,3,NA,1,8,NA,NA,7.953337244
,MIZ77,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,J,no,NA,NA,NA,24,6.33,39.6,0,NA,10,0,NA,NA,NA
,MIZ78,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,60,11.44,72.8,7,NA,0,4,NA,NA,1.389992414
,MIZ80,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/25/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,73,11.81,74.49,5,NA,0,3,NA,NA,3.112878182
,MIZ95,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,35,9.99,66.3,NA,NA,0,2,NA,NA,-21.60003693
,MIZ87,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,40,10.74,70.3,6,NA,0,10,NA,NA,-22.93289785
,MIZ93,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,60,11.42,71.6,4,NA,0,3,NA,NA,2.856110006
,MIZ88,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,60,10.21,73.77,16,NA,0,2,NA,NA,-8.668940351
,MIZ94,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,62,10.412,71.9,13,NA,0,6,NA,NA,4.490778845
,MIZ82,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,68,11,74.64,18,NA,0,5,NA,NA,-2.142116054
,MIZ85,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,75,11.19,68.4,3,NA,0,4,NA,NA,15.11268792
,MIZ86,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,60,10.492,73.2,21,NA,0,2,NA,NA,0.898454362
,MIZ81,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,55,10.7,71.1,10,NA,0,3,NA,NA,-1.536786565
,MIZ83,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,65,10.75,70.8,7,NA,6,32,NA,NA,8.826403771
,MIZ84,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,52,10.843,68,35,NA,0,5,NA,NA,-0.822896551
,MIZ89,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,70,11.94,75.6,8,NA,15,1,NA,NA,-1.783915049
,MIZ90,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,45,10.94,69.75,2,NA,2,3,NA,NA,-9.908786197
,MIZ91,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,55,10.43,69.2,15,NA,6,12,NA,NA,0.749770401
,MIZ92,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR, Bido",24,4/26/15,NA,NA,Rousettus madagascariensis,NA,female,NL,no,NA,NA,NA,58,11.094,71.97,17,NA,NA,12,NA,NA,0.405419756
,ANGB82,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,270,20.6,127.2,2,NA,0,0,NA,NA,-33.06468356
,ANGB83,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,20.7,127,1,NA,0,0,NA,NA,-2.260896836
,ANGB84,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,310,21.2,133.4,0,NA,0,0,NA,NA,-18.41131262
209,ANGB81,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,yes,female,NL,no,NA,NA,NA,360,21.5,130,4,NA,0,6,NA,NA,45.59118637
384,ANGB55,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,370,23.1,125.9,10,NA,0,5,NA,NA,72.14436679
385,ANGB56,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,350,22.5,135,3,NA,1,2,NA,NA,14.91347646
702,ANGB74,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,330,21,133,3,NA,0,13,NA,NA,3.248930314
705,ANGB79,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,280,21,130,5,NA,0,0,NA,NA,-34.40881363
707,ANGB78,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,350,25,125,4,NA,0,13,NA,NA,41.5438805
708,ANGB77,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,380,20,130,3,NA,0,4,NA,NA,65.59118637
709,ANGB73,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,330,21.9,124.4,3,NA,0,7,NA,NA,23.28882099
717,ANGB70,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,360,21.5,130,9,NA,0,0,NA,NA,45.59118637
721,ANGB80,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,370,21,135,17,NA,0,14,NA,NA,34.91347646
724,ANGB61,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,320,22.6,124.9,0,NA,0,5,NA,NA,26.12625319
726,ANGB64,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,yes,male,A,no,NA,NA,NA,360,20,134,12,NA,0,2,NA,NA,25.19293919
729,ANGB57,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,390,21.4,132.5,5,NA,0,21,NA,NA,65.3194097
738,ANGB76,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,350,25,140,13,NA,0,0,NA,NA,-6.297754917
740,ANGB63,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,325,21.8,127.5,2,NA,0,12,NA,NA,20.72800596
741,ANGB59,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,350,23,135.2,3,NA,0,1,NA,NA,14.07522975
750,ANGB71,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,22.8,127.5,0,NA,0,2,NA,NA,-4.271994036
752,ANGB62,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,330,19,126,3,NA,0,2,NA,NA,31.7449777
754,ANGB69,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,270,21.5,126.8,5,NA,0,0,NA,NA,-31.45798014
757,ANGB65,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,360,22.1,137.8,5,NA,0,11,NA,NA,13.100524
760,ANGB58,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,340,21.5,130,7,NA,0,2,NA,NA,25.59118637
762,ANGB68,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,350,21.5,130,0,NA,0,0,NA,NA,35.59118637
765,ANGB67,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,380,22.1,136.1,3,NA,0,8,NA,NA,40.29256692
766,ANGB72,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,20,125,2,NA,0,2,NA,NA,5.729047552
771,ANGB60,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,340,20,135,2,NA,0,3,NA,NA,4.913476458
785,ANGB66,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,330,20.5,130,14,NA,0,2,NA,NA,15.59118637
795,ANGB75,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR, Bido",25,4/27/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,325,20.4,129.9,8,NA,0,4,NA,NA,10.99925572
,KEL119,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,270,21.3,130.8,12,NA,1,2,NA,NA,-47.68113756
259,KEL106,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,21,133,3,NA,1,1,NA,NA,-26.75106969
701,KEL111,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,350,20.8,127.6,2,NA,1,5,NA,NA,45.32513459
714,KEL118,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,21,133,4,NA,1,3,NA,NA,-26.75106969
718,KEL101,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,360,22.8,130,15,NA,11,0,NA,NA,45.59118637
725,KEL115,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,240,20.8,126.4,3,NA,0,1,NA,NA,-72.5334718
730,KEL104,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,19.5,130,1,NA,5,3,NA,NA,-14.40881363
733,KEL110,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,250,19,124,3,NA,0,3,NA,NA,-40.3087416
739,KEL109,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,270,19.9,128.5,5,NA,0,6,NA,NA,-48.66465413
747,KEL99,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,360,21.8,126.5,4,NA,0,4,NA,NA,59.74476264
755,KEL107,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,280,19.8,120.7,3,NA,1,3,NA,NA,2.61077216
756,KEL105,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,320,21.4,126.7,10,NA,2,3,NA,NA,18.94315181
758,KEL102,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,320,20,138,10,NA,2,3,NA,NA,-27.74963194
770,KEL113,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,yes,female,NL,no,NA,NA,NA,300,21.1,135.6,9,NA,2,2,NA,NA,-37.60382286
772,KEL98,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,300,20.2,134,9,NA,2,8,NA,NA,-34.80706081
774,KEL100,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,340,19.8,125,6,NA,2,6,NA,NA,45.72904755
775,KEL117,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,280,20,130,6,NA,2,0,NA,NA,-34.40881363
779,KEL103,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,yes,female,NL,no,NA,NA,NA,300,20.9,132.8,8,NA,2,8,NA,NA,-25.92223439
781,KEL108,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,310,20.4,134,1,NA,1,6,NA,NA,-20.90810186
783,KEL112,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,310,21.5,134,7,NA,0,2,NA,NA,-20.90810186
789,KEL116,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,280,20.5,130,4,NA,1,0,NA,NA,-34.40881363
791,KEL114,Angavokely_Edup,-18.9327,47.7578,"CB, CR, AR, Bido",26,4/28/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,320,20,130,9,NA,1,4,NA,NA,5.591186365
,MIZ97,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR",29,6/21/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,45,10.6,67.34,4,NA,0,0,NA,NA,-13.21763785
,MIZ96,Maromizaha_Rmad,-18.9623,48.4525,"CB, CR, AR",29,6/21/15,NA,NA,Rousettus madagascariensis,NA,male,A,no,NA,NA,NA,87,12.2,72.3,5,NA,0,1,NA,NA,20.78835904
710,ANGB90,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,yes,female,NL,no,NA,NA,NA,330,19.8,139,3,NA,0,7,NA,NA,-22.01312033
713,ANGB89,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,290,24,125.6,3,NA,0,0,NA,NA,-20.20256033
743,ANGB93,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,300,21.5,126.6,3,NA,0,0,NA,NA,-0.655933915
759,ANGB88,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,330,22.8,125.8,2,NA,0,0,NA,NA,32.54353777
764,ANGB86,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,340,20.2,127.9,14,NA,0,0,NA,NA,34.11521753
768,ANGB94,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,male,A,no,NA,NA,NA,320,22,124.96,2,NA,0,2,NA,NA,11.6602566
777,ANGB91,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,350,20.5,131.08,3,NA,0,0,NA,NA,31.17028912
782,ANGB92,Angavobe_Edup,-18.944,47.9491,"CB, CR, AR",30,6/22/15,NA,NA,Eidolon dupreanum,NA,female,NL,no,NA,NA,NA,330,21.5,123.49,5,NA,0,0,NA,NA,41.70355146
